Original Text,NULL
The Java ternary operator can also be used to achieve the same effect as the Java Math min() function.,"(""Java Ternary Operator"", ""The Java ternary operator can achieve the same effect as the min() function."", ""min()"")"
Here is an example of achieving the Math.min() functionality using a Java ternary operator:,NULL
The Java ternary operator can also be used to achieve the same effect as the Java Math abs() function.,"(""Java Ternary Operator"", ""The Java ternary operator can achieve the same effect as the Math abs() function."", ""abs"")"
Here is an example of achieving the Math.abs() functionality using a Java ternary operator:,"(""Math"", ""Math.abs() is a method that provides the absolute value of a number."", ""abs"")"
"If the input String is not equal to the empty String, the second ternary operator returns the value of Integer.parseInt(input) .","(""String"", ""String is a data type that can be converted to an Integer using the parseInt method."", ""Integer"")"
"This can be any kind of information ranging from texts, codes (e.g.","(""Information"", ""Information can include various types of data, including texts."", ""Texts"")"
"In the code example below, the main() method contains the declaration of a single integer variable named number.",NULL
"Non-static fields are also called instance variables, because they belong to instances (objects) of a class.","(""Class"", ""Instance variables are fields that belong to instances of a class."", ""Instance Variables"")"
A static field is a variable that belongs to a class.,"(""Static Field"", ""A static field is a variable that belongs to a class."", ""Class"")"
The second line assigns the floating point value 199.99 to the floating point variable named myFloat.,NULL
"In this example, only the first System.out.println() statement is executed inside the while loop.",NULL
The second System.out.println() statement is not executed until after the while loop is finished.,NULL
"This is typically done via a command line interface (CLI), like e.g.",NULL
On the command line you tell the JVM what Java class (bytecode) to execute.,NULL
Only the full Java SDK contains the Java compiler which turns your .java source files into byte code .class files.,"(""Java SDK"", ""The Java SDK includes the Java compiler as part of its components."", ""Java compiler""); (""Java compiler"", ""The Java compiler processes .java source files."", "".java"")"
"Additionally, some Java servers may need some of the tools in the JDK to e.g.",NULL
"The Java Code Conventions are a set of conventions for how to format your Java code, and how to name classes, variables, files etc.",NULL
JavaFX was inspired by Flex (Flash) and Silverlight for .NET (Microsoft).,"(""JavaFX"", ""JavaFX was inspired by Flex."", ""Flex""); (""JavaFX"", ""JavaFX was inspired by Silverlight."", ""Silverlight""); (""Silverlight"", ""Silverlight is associated with .NET."", "".NET"")"
In this tutorial I will show you how to make your first Java app with IntelliJ IDEA community edition (free) version 2019.3.3.,NULL
"How you do that depends on what operating system you are running (Windows, Mac, Linux etc.)","(""Operating System"", ""Windows is a type of operating system."", ""Windows""); (""Operating System"", ""Mac is a type of operating system."", ""Mac"")"
"A Java package is just a directory inside which you can put one or more Java files (class, interface, annotation, enum etc.",NULL
Now you must create a new class inside your newly created package.,NULL
"In the dialog that opens, type in a name for your new Java class.",NULL
"It is custom to have class names start with an uppercase character followed by lowercase characters, and a new uppercase character for each new word in the class name.","(""Class"", ""Class names are customarily required to start with an uppercase character."", ""Uppercase Character""); (""Class"", ""Class names are customarily required to have lowercase characters following the initial uppercase character."", ""Lowercase Characters"")"
"When you have typed in a name for your new Java class, click the ""OK"" button.",NULL
"Once you have created the new class, it will be empty.",NULL
The part inside the /* ... */ are comments and are not part of the executed Java code.,NULL
Before you can run your Java app you need to insert a main() method into the class.,NULL
Now your are ready to run your newly created Java class.,NULL
"You do so by right clicking the class source code in the editor, and choose ""Run..."", like this:",NULL
"When you click the ""Run..."" option, IntelliJ IDEA will first compile your Java class, and then run it.",NULL
"After you have executed the Java class main method, you will see an output at the bottom of the IntelliJ IDEA window similar to this:","(""Java Class"", ""The main method is a part of the Java class and is executed when the class runs."", ""main Method"")"
"Don't worry if you don't yet understand what a main() method is, or classes, or packages.","(""main"", ""The main() method is mentioned in the context of classes, indicating a relationship between them."", ""classes""); (""main"", ""The main() method is mentioned in the context of packages, indicating a relationship between them."", ""packages"")"
The most common way of using the Java Logging API is to create a Logger in each class that needs to log.,NULL
"This instance is typically made static and final, meaning all instances of that class use the same Logger instance.",NULL
"As you can see from this example, it is common practice to use the class name including package name as name for the Logger.",NULL
The name of the Logger to create is passed as string parameter to the Logger.getLogger() method.,NULL
"For instance, ordinary debug trace logging calls to entering() and exiting() would be called at the beginning and end of a method call.","(""ordinary debug trace logging calls"", ""ordinary debug trace logging calls are used to log the entering of a method."", ""entering"")"
The initialization of the configuration is taken care of by the java.util.logging.LogManager class.,NULL
You can use a Java class to configure the Java Logging API.,NULL
You do so by specifying the name of the class in the JVM parameter java.util.logging.config.class.,NULL
It is the constructor of that class that should load the configuration and apply it to the Logger's in the hierarchy.,NULL
"If no configuration class is specified, you can instead specify a configuration file (but no configuration class can be specified then!",NULL
"The Java Logging API has a default logging configuration file located at ""lib/logging.properties"", inside the JRE directory.","(""Java Logging API"", ""The Java Logging API uses the logging configuration file named logging.properties for its default logging configuration."", ""logging.properties"")"
You do so by setting the JVM property java.util.logging.config.file to point to this file.,NULL
You should double check the JavaDoc over time to see if any of this changes (e.g.,NULL
"If the isLoggable() method returns false, the LogRecord is not logged.",NULL
The Handler's in the Java Logging API use a java.util.logging.Formatter to format the LogRecord's before writing it to an external system.,"(""Handler"", ""The Handler uses a Formatter to format LogRecords."", ""Formatter""); (""Handler"", ""The Handler writes LogRecords to an external system."", ""LogRecord"")"
"The various Handler's in the Java Logging API use either of these two Formatter's by default, but you can also set your own custom Formatter subclass on a Handler.","(""Handler"", ""Handlers in the Java Logging API use Formatter's by default."", ""Formatter""); (""Handler"", ""Handler is part of the Java Logging API."", ""Java Logging API"")"
You can create your own Formatter by subclassing the java.util.logging.Formatter class.,NULL
The subclass must override the abstract format() method in the Formatter class.,NULL
The String returned by the format() is what is forwarded to the external system by the Handler.,"(""format()"", ""The format() method returns a String."", ""String"")"
The Formatter class also contains the convenience method formatMessage() which can be used to format the message using the ResourceBundle of the LogRecord.,"(""formatMessage"", ""formatMessage() is a method contained within the Formatter class."", ""Formatter""); (""formatMessage"", ""formatMessage() uses the ResourceBundle to format messages."", ""ResourceBundle"")"
By default the ConsoleHandler uses a SimpleFormatter to format the messages before writing them to System.err.,"(""ConsoleHandler"", ""ConsoleHandler uses SimpleFormatter to format messages."", ""SimpleFormatter"")"
"If no %g code has been specified and the file count of the FileHandler is greater than 1, then the generation number (file sequence number) will be appended to the end of the file name, after a dot (.)",NULL
You must set one using the method setOutputStream() before using the handler.,NULL
You can also call the push() method to force the LogRecord's in the buffer to be flushed to the target Handler.,"(""push"", ""The push() method is used to flush LogRecord's in the buffer to the target Handler."", ""LogRecord"")"
This class contains a constant for each of the above log levels.,NULL
When you create a Logger you pass a name to the Logger.getLogger() method.,NULL
(Note: These levels are different from the log levels of the messages logged.).,NULL
If you call getParent() on that Logger you will get the Logger with the name com.,"(""getParent()"", ""getParent() is a method that returns an instance of the Logger class."", ""Logger"")"
"... and call getParent() method, you will get the Logger with the name """".",NULL
"The third message is being logged three times: Once by the 1.2 Logger, once by the 1 Logger, and once by the root Logger.","(""Logger"", ""1.2 Logger is a method that logs messages through the Logger class."", ""1.2 Logger""); (""Logger"", ""1 Logger is a method that logs messages through the Logger class."", ""1 Logger"")"
"Notice though, that the message propagated up the hierarchy from the Logger named 1.2 is still logged by the middle Logger, and still forwarded up to the root Logger.","(""1.2"", ""The method 1.2 is associated with the Logger class as it is named after it and is part of its logging functionality."", ""Logger"")"
"Another peculiar result of the above code is, that the INFO message passed to the bottom Logger (named 1.2) is also ignored, and not propagated.","(""INFO"", ""INFO is a message that is passed to the Logger."", ""Logger"")"
"In order to enable all INFO messages to be logged from the bottom Logger (named 1.2), even if the middle Logger has a log level of WARNING, we add the following to the code (in bold):","(""Logger"", ""INFO is a log level that can be logged by the Logger."", ""INFO"")"
"The result of this code is that the INFO message logged on the bottom Logger (named 1.2) is now logged, but it is still not propagated up the hierarchy.",NULL
The java.util.Logger class is the main access point to the Java logging API.,NULL
The string passed as parameter to the getLogger() factory method is the name of the Logger to create.,NULL
"The two names ""myApp.user"" and ""myApp.admin"" are children of the ""myApp"" name.","(""user"", ""user is a child class of the myApp package"", ""myApp"")"
"The name ""myApp.admin.import.user"" is a branch of the name ""myApp.admin.import"", which is again a branch of the ""myApp.admin"" name.","(""myApp.admin.import.user"", ""myApp.admin.import.user is a branch of myApp.admin.import"", ""myApp.admin.import"")"
"You can obtain the name of a Logger using the getName() method, in case you need it.",NULL
"It is convention to use the class name of the class creating the Logger, including package name, as name for the Logger.","(""Logger"", ""Logger is created by the class that includes the package name."", ""class"")"
The log() group of methods will log a message at a certain log level.,"(""log"", ""log() is a method that belongs to the log() group of methods."", ""log()"")"
"As mentioned earlier, the number inside the token refers to the index of the object parameter to insert, in the object parameter array passed to the log() message.",NULL
"The logp() methods work like the log() methods, except each method take an extra two parameters: The sourceClass and sourceMethod parameter.","(""logp"", ""The logp() method works similarly to the log() method, indicating a relationship between these two methods."", ""log""); (""logp"", ""The logp() method takes sourceClass as a parameter, establishing a relationship."", ""sourceClass"")"
These two parameters are intended to tell from what class and method the log message originated.,"(""Parameters"", ""Parameters are intended to specify the class from which the log message originated."", ""Class"")"
"In other words, which class and method was the ""source"" of the log message.",NULL
"The logrb() methods work like the log() methods too, except they can obtain the log messages from a resource bundle.",NULL
This example looks up a message in the resource bundle named resources.myresources by the key key1.,NULL
"For instance, finest(), finer(), fine(), info(), warning() and severe() each corresponds to one of the log levels.","(""Finest"", ""Both are methods that correspond to log levels."", ""Finer""); (""Finest"", ""Both are methods that correspond to log levels."", ""Fine""); (""Finest"", ""Both are methods that correspond to log levels."", ""Info""); (""Finest"", ""Both are methods that correspond to log levels."", ""Warning""); (""Finest"", ""Both are methods that correspond to log levels."", ""Severe""); (""Finer"", ""Both are methods that correspond to log levels."", ""Fine""); (""Finer"", ""Both are methods that correspond to log levels."", ""Info""); (""Finer"", ""Both are methods that correspond to log levels."", ""Warning""); (""Finer"", ""Both are methods that correspond to log levels."", ""Severe""); (""Fine"", ""Both are methods that correspond to log levels."", ""Info""); (""Fine"", ""Both are methods that correspond to log levels."", ""Warning""); (""Fine"", ""Both are methods that correspond to log levels."", ""Severe""); (""Info"", ""Both are methods that correspond to log levels."", ""Warning""); (""Info"", ""Both are methods that correspond to log levels."", ""Severe"")"
Logging message using one of these methods corresponds to calling the log() method,NULL
You can add Handler's to the Logger using the addHandler() method.,"(""Logger"", ""The addHandler() method is used to add Handler's to the Logger."", ""addHandler"")"
"You can obtain all Handler's of a Logger using the getHandlers() method, like this:",NULL
"You set the Filter on a Logger using the setFilter() method, like this:","(""setFilter"", ""setFilter() is a method that operates on the Filter class."", ""Filter"")"
The class MyFilterImpl should be your own implementation of the Filter interface.,NULL
"You can obtain the Filter in use by calling the getFilter() method, like this:",NULL
"This example sets the minimum log level of messages to be forwarded, to Level.INFO.",NULL
You can obtain the log level of a Logger using the getLevel() method:,NULL
You can obtain the parent Logger of a given Logger using the getParent() method.,NULL
You can check if a Logger forwards log messages to its parent Logger using the method getUseParentHandlers().,NULL
The Logger class has a few more methods that I haven't covered here.,NULL
"The java.util.logging.LogManager manages the internal Logger hierarchy, and initiates the configuration of the Logger's, either through the configuration class or configuration file.","(""LogManager"", ""LogManager manages the internal Logger hierarchy."", ""Logger""); (""LogManager"", ""LogManager initiates the configuration of the Logger."", ""configuration"")"
"The first method on the LogManager simply re-reads the configuration from file (or class), in case these has changed.","(""LogManager"", ""LogManager contains the method that re-reads the configuration."", ""method"")"
You can also get access to an MXBean (Java Management Extensions) from the LogManager using the method getLoggingMXBean().,"(""LogManager"", ""LogManager provides the method getLoggingMXBean to access the MXBean."", ""getLoggingMXBean"")"
"The LogRecord contains the following getter methods, which can be used in e.g.",NULL
The getLevel() method returns the log level the message represented by this LogRecord was logged with.,NULL
The getLoggerName() method returns the name of the Logger that logged this LogRecord.,"(""getLoggerName"", ""The getLoggerName() method is associated with the Logger class as it returns the name of the Logger."", ""Logger"")"
The getMillis() method returns the time in milliseconds this LogRecord was recorded.,NULL
The getParameters() method returns the parameters to be inserted into the message of this LogRecord.,NULL
The getResourceBundle() method returns the ResourceBundle (if any) used to localize the message of this LogRecord.,"(""getResourceBundle"", ""The method getResourceBundle() returns an instance of ResourceBundle."", ""ResourceBundle"")"
The getResourceBundleName() method returns the name of the ResourceBundle (if any) used to localize the message of this LogRecord.,"(""getResourceBundleName"", ""The method returns the name of the ResourceBundle used to localize the message."", ""ResourceBundle"")"
The getSequenceNumber() method returns a sequence number generated internally in the LogRecord constructor when the LogRecord is created.,NULL
The getSourceClassName() returns the class name of the class logging the message represented by this LogRecord.,NULL
The getSourceMethodName() returns the method name of the method logging the message represented by this LogRecord.,NULL
The getThreadID() method returns the ID of the thread logging the message represented by this LogRecord.,NULL
The getThrown() method returns the Throwable that was marked thrown when logging the message represented by this LogRecord.,"(""getThrown"", ""The getThrown() method returns the Throwable that was marked thrown."", ""Throwable"")"
In this text I will try to give you an overview of the java.util.logging API.,NULL
This tutorial is about Javas built-in logging API in the java.util.logging package.,"(""Java"", ""Java is the programming language that includes the java.util.logging package."", ""java.util.logging"")"
"Note: This tutorial does not cover the other popular Java logging API's (Log4J, SLF4J, Apache Commons Logging, LogBack etc.).",NULL
"If you can choose your own logging API freely, you may choose one of these other, popular logging API's instead of java.util.logging.",NULL
"However, if you are running your web applications on Google App Engine, like I do, then you have to use the java.util.logging API.",NULL
Instances of this class are used together with UDP DatagramSockets and normal Socket's and ServerSocket's.,"(""Instances"", ""Instances of this class are used together with UDP DatagramSockets."", ""UDP DatagramSockets""); (""Instances"", ""Instances of this class are used together with normal Socket's."", ""Socket"")"
The InetAddress class has a lot of additional methods you can use.,NULL
"For instance, you can obtain the IP address as a byte array by calling getAddress() etc.",NULL
"To learn more about these methods, it is easier to read the JavaDoc for the InetAddress class though.",NULL
Java's JarURLConnection class is used to connect to a Java Jar file.,NULL
"Of course, sometimes this protocol is already have been decided for you, e.g.",NULL
Sending the header in a separate roundtrip (the first) can be smart if the server can do some initial pre-validation of e.g.,NULL
"In order to implement a Java server that listens for incoming connections from clients via TCP/IP, you need to use a java.net.ServerSocket .",NULL
"In case you prefer to use Java NIO instead of Java Networking (standard API), then you can also use a ServerSocketChannel instead of the java.net.ServerSocket.","(""Java NIO"", ""Java NIO is an alternative to Java Networking for network operations."", ""Java Networking"")"
In order to accept incoming connections you must call the ServerSocket.accept() method.,NULL
The accept() method returns a Socket which behaves like an ordinary Java Socket.,NULL
Only one incoming connection is opened for each call to the accept() method.,NULL
"Additionally, incoming connections can only be accepted while the thread running the server has called accept().",NULL
"In order to connect to a server over the internet (via TCP/IP) in Java, you need to create a java.net.Socket and connect it to the server.",NULL
This code example connects to the server with IP address 78.46.84.171 on port 80.,"(""Server"", ""The server connects using the specified IP address."", ""IP Address"")"
"Don't forget to call flush() when you really, really want the data sent across the internet to the server.",NULL
The getByName() method returns an InetAddress instance with the IP address matching the given host name.,"(""getByName"", ""The getByName() method returns an InetAddress instance."", ""InetAddress"")"
Receiving data via a DatagramSocket is done by first creating a DatagramPacket and then receiving data into it via the DatagramSocket's receive() method.,"(""DatagramSocket"", ""DatagramSocket is used to receive data into a DatagramPacket."", ""DatagramPacket"")"
"A real server program would probably call the receive() method in a loop, and pass all received DatagramPacket's to a pool of worker threads, just like a TCP server does with incoming connections (see Java Multithreaded Servers for more details).","(""receive"", ""The receive() method is used to handle DatagramPacket's in the server program."", ""DatagramPacket""); (""worker threads"", ""Worker threads are used in a similar manner to how a TCP server handles incoming connections."", ""TCP server"")"
The java.net package contains two interesting classes: The URL class and the URLConnection class.,"(""java.net"", ""The URL class is part of the java.net package."", ""URL"")"
These classes can be used to create client connections to web servers (HTTP servers).,"(""Classes"", ""Classes can be used to create client connections."", ""Client Connections"")"
"If you want to send an HTTP POST request instead, call the URLConnection.setDoOutput(true) method, like this:",NULL
The URL class can also be used to access files in the local file system.,NULL
"Thus the URL class can be a handy way to open a file, if you need your code to not know whether the file came from the network or local file system.",NULL
Here is an example of how to open a file in the local file system using the URL class:,NULL
"Notice how the only difference from accessing a file on a web server via HTTP is the the URL: ""file:/c:/data/test.txt"".","(""HTTP"", ""HTTP is a method used to access resources via a URL."", ""URL"")"
"Even though the Java Networking APIs enable you to open and close network connections via sockets, all communication happens via the Java IO classes InputStream and OutputStream.","(""Java Networking APIs"", ""The Java Networking APIs utilize InputStream for communication over network connections."", ""InputStream"")"
Alternatively you can use the networking classes in the Java NIO API.,NULL
"These classes are similar to the classes found in the Java Networking API, except the Java NIO API can work in non-blocking mode.",NULL
The first parameter to the open() method is a Path instance pointing to the file the AsynchronousFileChannel is to be associated with.,"(""open"", ""The open() method takes a Path instance as its first parameter."", ""Path"")"
In this example we used the StandardOpenOption.READ which means that the file will be opened for reading.,NULL
Each way to read data call one of the read() methods of the AsynchronousFileChannel.,NULL
The first way to read data from an AsynchronousFileChannel is to call the read() method that returns a Future.,"(""AsynchronousFileChannel"", ""The read() method is called on the AsynchronousFileChannel to read data."", ""read"")"
This version of the read() method takes ByteBuffer as first parameter.,NULL
"The read() method return immediately, even if the read operation has not finished.",NULL
You can check the when the read operation is finished by calling the isDone() method of the Future instance returned by the read() method.,"(""isDone"", ""is a method of the Future class that checks if the read operation is finished."", ""Future"")"
Here is a longer example showing how to use this version of the read() method:,NULL
"This example creates an AsynchronousFileChannel and then creates a ByteBuffer which is passed to the read() method as parameter, along with a position of 0.","(""AsynchronousFileChannel"", ""AsynchronousFileChannel creates a ByteBuffer instance."", ""ByteBuffer"")"
After calling read() the example loops until the isDone() method of the returned Future returns true.,"(""read"", ""The read() method is called, and it loops until the isDone() method returns true."", ""isDone"")"
Once the read operation has completed the data read into the ByteBuffer and then into a String and printed to System.out .,"(""ByteBuffer"", ""ByteBuffer is used to read data into a String."", ""String"")"
The second method of reading data from an AsynchronousFileChannel is to call the read() method version that takes a CompletionHandler as a parameter.,"(""read()"", ""The read() method is a method of the AsynchronousFileChannel class that reads data."", ""AsynchronousFileChannel"")"
Once the read operation finishes the CompletionHandler's completed() method will be called.,NULL
"As parameters to the completed() method are passed an Integer telling how many bytes were read, and the ""attachment"" which was passed to the read() method.","(""completed"", ""The completed() method takes an Integer as a parameter indicating the number of bytes read."", ""Integer""); (""completed"", ""The completed() method also takes an attachment as a parameter that was passed to the read() method."", ""attachment"")"
"If the read operation fails, the failed() method of the CompletionHandler will get called instead.",NULL
Each way to write data call one of the write() methods of the AsynchronousFileChannel.,NULL
If the file does not exist the write() method will throw a java.nio.file.NoSuchFileException .,"(""write"", ""The write() method throws NoSuchFileException when the file does not exist."", ""NoSuchFileException"")"
The CompletionHandler's completed() method will get called when the write operation completes.,"(""completed"", ""The completed() method belongs to the CompletionHandler class."", ""CompletionHandler"")"
"If the write fails for some reason, the failed() method will get called instead.",NULL
"Once you need to read the data, you need to switch the buffer from writing mode into reading mode using the flip() method call.",NULL
You can do this in two ways: By calling clear() or by calling compact().,NULL
The compact() method only clears the data which you have already read.,NULL
Here is an example that writes data into a Buffer via the put() method:,NULL
"There are many other versions of the put() method, allowing you to write data into the Buffer in many different ways.",NULL
The flip() method switches a Buffer from writing mode to reading mode.,NULL
"Calling flip() sets the position back to 0, and sets the limit to where position just was.","(""flip"", ""The method flip() modifies the position attribute by setting it back to 0."", ""position"")"
Here is an example that reads data from a Buffer using the get() method:,NULL
"There are many other versions of the get() method, allowing you to read data from the Buffer in many different ways.",NULL
"The Buffer.rewind() sets the position back to 0, so you can reread all the data in the buffer.",NULL
"The limit remains untouched, thus still marking how many elements (bytes, chars etc.)",NULL
You can do so either by calling clear() or by calling compact().,NULL
If you call clear() the position is set back to 0 and the limit to capacity.,"(""clear"", ""The method clear() resets the position to 0."", ""position""); (""clear"", ""The method clear() sets the limit to capacity."", ""limit"")"
"If there is any unread data in the Buffer when you call clear() that data will be ""forgotten"", meaning you no longer have any markers telling what data has been read, and what has not been read.",NULL
"If there is still unread data in the Buffer, and you want to read it later, but you need to do some writing first, call compact() instead of clear().","(""Buffer"", ""Buffer is a class that can be interacted with using the compact method to handle unread data."", ""compact"")"
compact() copies all unread data to the beginning of the Buffer.,NULL
"The limit property is still set to capacity, just like clear() does.",NULL
You can mark a given position in a Buffer by calling the Buffer.mark() method.,NULL
You can then later reset the position back to the marked position by calling the Buffer.reset() method.,NULL
It is possible to compare two buffers using equals() and compareTo().,NULL
The FileChannel class has a transferTo() and a transferFrom() method which does this for you.,"(""FileChannel"", ""The transferTo() method is a method of the FileChannel class."", ""transferTo"")"
The FileChannel.transferFrom() method transfers data from a source channel into the FileChannel.,NULL
The transferTo() method transfer from a FileChannel into some other channel.,NULL
The issue with SocketChannel is also present with the transferTo() method.,NULL
"You receive data from a DatagramChannel by calling its receive() method, like this:",NULL
The receive() method will copy the content of a received packet of data into the given Buffer.,NULL
"You can send data via a DatagramChannel by calling its send() method, like this:",NULL
"When connected you can also use the read() and write() method, as if you were using a traditional channel.",NULL
The Java NIO FileChannel class is NIO's an alternative to reading files with the standard Java IO API.,"(""FileChannel"", ""FileChannel is a class within the NIO package."", ""NIO"")"
To read data from a FileChannel you call one of the read() methods.,NULL
The int returned by the read() method tells how many bytes were written into the Buffer.,NULL
"Writing data to a FileChannel is done using the FileChannel.write() method, which takes a Buffer as parameter.","(""FileChannel"", ""FileChannel.write() is a method of the FileChannel class."", ""write"")"
There is no guarantee of how many bytes the write() method writes to the FileChannel.,NULL
Therefore we repeat the write() call until the Buffer has no further bytes to write.,NULL
You can obtain the current position of the FileChannel object by calling the position() method.,NULL
The size() method of the FileChannel object returns the file size of the file the channel is connected to.,NULL
The FileChannel.force() method flushes all unwritten data from the channel to the disk.,NULL
"An operating system may cache data in memory for performance reasons, so you are not guaranteed that data written to the channel is actually written to disk, until you call the force() method.",NULL
"The force() method takes a boolean as parameter, telling whether the file meta data (permission etc.)",NULL
The Java NIO Files class (java.nio.file.Files) provides several methods for manipulating files in the file system.,"(""Java NIO Files"", ""Java NIO Files is a class that is part of the java.nio.file.Files package."", ""java.nio.file.Files"")"
"The Files class contains many methods, so check the JavaDoc too, if you need a method that is not described here.",NULL
The Files class just might have a method for it still.,NULL
"The java.nio.file.Files class works with java.nio.file.Path instances, so you need to understand the Path class before you can work with the Files class.",NULL
The Files.exists() method checks if a given Path exists in the file system.,"(""Files"", ""The Files.exists() method operates on the Path class to check for its existence."", ""Path"")"
"Since Path instances may or may not point to paths that exist in the file system, you can use the Files.exists() method to determine if they do (in case you need to check that).","(""Path"", ""The exists method is used to check if Path instances point to valid paths in the file system."", ""exists"")"
"Second, the example calls the Files.exists() method with the Path instance as the first parameter.",NULL
This parameter is an array of options that influence how the Files.exists() determines if the path exists or not.,NULL
In this example above the array contains the LinkOption.NOFOLLOW_LINKS which means that the Files.exists() method should not follow symbolic links in the file system to determine if the path exists.,"(""LinkOption"", ""NOFOLLOW_LINKS is a constant in the LinkOption class that specifies not to follow symbolic links."", ""NOFOLLOW_LINKS"")"
The Files.createDirectory() method creates a new directory from a Path instance.,"(""createDirectory()"", ""The createDirectory() method is a method of the Files class."", ""Files"")"
Inside the try-catch block the Files.createDirectory() method is called with the path as parameter.,NULL
The Files.copy() method copies a file from one path to another.,"(""Files"", ""The Files class contains the copy method which is used to perform file copying."", ""copy"")"
"Then the example calls Files.copy(), passing the two Path instances as parameters.",NULL
It is possible to force the Files.copy() to overwrite an existing file.,NULL
Here an example showing how to overwrite an existing file using Files.copy():,NULL
This parameter instructs the copy() method to overwrite an existing file if the destination file already exists.,"(""copy"", ""The copy() method is related to the file class as it operates on files."", ""file"")"
The Java NIO Files class also contains a function for moving files from one path to another.,NULL
"Yes, the java.io.File class could also do that with its renameTo() method, but now you have the file move functionality in the java.nio.file.Files class too.","(""File"", ""The renameTo method is a method of the File class that allows renaming files."", ""renameTo"")"
This parameter tells the Files.move() method to overwrite any existing file at the destination path.,"(""Files.move"", ""The Files.move() method uses the parameter to determine whether to overwrite existing files."", ""parameter"")"
The Files.move() method may throw an IOException if moving the file fails.,"(""Files"", ""Files is the class that contains the move method."", ""move"")"
"For instance, if a file already exists at the destination path, and you have left out the StandardCopyOption.REPLACE_EXISTING option, or if the file to move does not exist etc.",NULL
If the Files.delete() fails to delete the file for some reason (e.g.,NULL
The Files.walkFileTree() method contains functionality for traversing a directory tree recursively.,"(""Files"", ""Files.walkFileTree() is a method that provides functionality for traversing a directory tree."", ""walkFileTree"")"
The walkFileTree() method takes a Path instance and a FileVisitor as parameters.,"(""walkFileTree"", ""The walkFileTree method takes a Path instance as a parameter."", ""Path"")"
"You have to implement the FileVisitor interface yourself, and pass an instance of your implementation to the walkFileTree() method.",NULL
"If you do not need to hook into all of these methods, you can extend the SimpleFileVisitor class, which contains default implementations of all methods in the FileVisitor interface.",NULL
The visitFile() mehtod is called for every file visited during the file walk.,NULL
The visitFileFailed() method is called in case visiting a file fails.,NULL
Here is a walkFileTree() that extends SimpleFileVisitor to look for a file named README.txt :,"(""WalkFileTree"", ""WalkFileTree is a method that extends the SimpleFileVisitor class."", ""SimpleFileVisitor"")"
The Files.walkFileTree() can also be used to delete a directory with all files and subdirectories inside it.,NULL
The Files.delete() method will only delete a directory if it is empty.,"(""Files"", ""Files.delete() is a method that performs the action of deleting."", ""delete""); (""delete"", ""The delete method is intended to delete a directory."", ""directory"")"
"By walking through all directories and deleting all files (inside visitFile()) in each directory, and afterwards delete the directory itself (inside postVisitDirectory()) you can delete a directory with all subdirectories and files.",NULL
"The java.nio.file.Files class contains many other useful functions, like functions for creating symbolic links, determining the file size, setting file permissions etc.",NULL
Check out the JavaDoc for the java.nio.file.Files class for more information about these methods.,"(""Files"", ""The Files class is part of the java.nio.file package."", ""java.nio.file"")"
And that is before the server has used any memory for processing the incoming messages (e.g.,NULL
"To keep the number of threads down, many servers use a design where the server keeps a pool of threads (e.g.","(""Server"", ""A server manages a pool of threads to optimize resource usage."", ""Thread"")"
When you call select() or selectNow() on the Selector it gives you only the SelectableChannel instances that actually has data to read.,"(""select()"", ""select() is a method that is called on the Selector class."", ""Selector""); (""selectNow()"", ""selectNow() is a method that is called on the Selector class."", ""Selector"")"
"A data block could potentially contain a partial message (less than a message), a full message, or more than a message, for instance 1.5 or 2.5 messsages.",NULL
The first way to implement a resizable buffer is to start with a small buffer of e.g.,NULL
"If a message cannot fit into the 4KB buffer, a larger buffer of e.g.",NULL
For 1.000.000 concurrent connections that results in 1.000.000 x 4KB = 4GB which is possible in most servers today (2015).,NULL
Another workaround is to time out messages which have not been received within e.g.,NULL
The fact that TLV encodings makes memory management easier is one of the reasons why HTTP 1.1 is such a terrible protocol.,NULL
That is one of the problems they are trying to fix in HTTP 2.0 where data is transported in LTV encoded frames.,NULL
This is also why we have designed our own network protocol for our VStack.co project that uses a TLV encoding.,NULL
Imagine if you have 1.000.000 connections which are mostly idle and all 1.000.000 connections were registered with the Selector.,NULL
"Then, when you call select() most of these Channel instances would be write-ready (they are mostly idle, remember?).",NULL
"Java NIO has more classes and components than these, but the Channel, Buffer and Selector forms the core of the API, in my opinion.",NULL
"The rest of the components, like Pipe and FileLock are merely utility classes to be used in conjunction with the three core components.",NULL
"There are a few interesting interfaces accompanying these classes too, but I'll keep them out of this Java NIO overview for simplicity's sake.",NULL
"The Path interface is located in the java.nio.file package, so the fully qualified name of the Java Path interface is java.nio.file.Path.",NULL
The java.nio.file.Path interface has nothing to do with the path environment variable.,NULL
"In many ways the java.nio.file.Path interface is similar to the java.io.File class, but there are some minor differences.",NULL
"In many cases though, you can replace the use of the File class with use of the Path interface.",NULL
In order to use a java.nio.file.Path instance you must create a Path instance.,NULL
You create a Path instance using a static method in the Paths class (java.nio.file.Paths) named Paths.get().,"(""Paths"", ""Paths is the class that contains the static method get() which creates a Path instance."", ""get""); (""get"", ""The method get() returns an instance of Path."", ""Path"")"
To use the Path interface and the Paths class we must first import them.,NULL
It is the call to the Paths.get() method that creates the Path instance.,"(""Paths"", ""Paths.get() is a method of the Paths class."", ""get"")"
"The Paths.get() method is a factory method for Path instances, in other words.",NULL
