Original Text,NULL
This is normally done by instructing the compiler to write the .class files into a separate directory.,"(""Compiler"", ""The compiler is related to the class because it is used to write the .class files."", ""Class""); (""Compiler"", ""The compiler is related to the directory because it writes the .class files into it."", ""Directory"")"
"This directory is often called classes, but again, it is not a requirement, and it depends on what build tool or IDE etc.","(""Directory"", ""The directory is often called classes, indicating a relationship between the two entities."", ""Classes""); (""Build"", ""The build tool is mentioned in the context of the directory and classes, indicating a relationship between the build and the tool."", ""Tool"")"
The *.java means the compiler should compile all files in the given directory.,"(""Compiler"", ""The Compiler uses the Compile method to compile files."", ""Compile""); (""Compiler"", ""The Compiler compiles files in a given Directory."", ""Directory"")"
"Once the compiler has done its job, the classes directory will contain the compiled .class files.",NULL
The package structure (directory structure) from the source directory will be preserved under the class directory.,"(""Package"", ""The package structure is preserved under the class directory, indicating a relationship between the package and the class."", ""Class""); (""Package"", ""The package structure is related to the directory structure, as it is preserved under the directory."", ""Directory"")"
You can run any one of these .class files which have a main() method in it.,NULL
"You can run the .class from inside your Java IDE, or from the command line.","(""Java IDE"", ""You can run the .class from inside your Java IDE, indicating a relationship between the Java IDE and the Class"", ""Class"")"
The -cp classes flag tells the Java Virtual Machine that all your classes are located under the directory called classes.,"(""Java Virtual Machine"", ""The Java Virtual Machine uses the classes directory to locate the classes."", ""classes""); (""-cp"", ""The -cp flag is related to the classes directory, as it tells the Java Virtual Machine where to find the classes."", ""classes"")"
The name of the class to run is the last argument in the above command - the myfirstapp.MyJavaApp part.,NULL
The JVM needs to know the fully qualified class name (all packages plus class name) to determine where the corresponding .class file is located.,"(""JVM"", ""The JVM needs to know the fully qualified class name to determine where the corresponding .class file is located, indicating a relationship between the JVM and the class."", ""CLASS""); (""JVM"", ""The JVM needs to know the fully qualified class name, which includes all packages, to determine where the corresponding .class file is located, indicating a relationship between the JVM and the package."", ""PACKAGE"")"
When you run the the class your command line will look similar to this (including the output from the Java app):,"(""Class"", ""The class is related to the command line because when you run the class, the command line will display the output from the Java app"", ""Command Line""); (""Command Line"", ""The command line is related to the Java app because it displays the output from the Java app"", ""Java App""); (""Class"", ""The class is related to the command line because when you run the class, the command line will display the output"", ""Command Line""); (""Command Line"", ""The command line is related to the Java app because it displays the output from the Java app"", ""Java App"")"
A Java Record consist of one or more data fields which corresponds to member variables in a regular Java class.,"(""Java Record"", ""A Java Record consists of one or more data fields, indicating a composition relationship between Java Record and data fields"", ""data fields""); (""Java Record"", ""A Java Record corresponds to a regular Java class, indicating an inheritance or specialization relationship between Java Record and Java class"", ""Java class"")"
"The Java compiler then generates the corresponding fields, getter methods and a hashCode() and equals() method.","(""Java"", ""The Java compiler is a part of the Java class, and is used to generate fields, getter methods, and other methods."", ""compiler""); (""compiler"", ""The compiler generates a hashCode method."", ""hashCode""); (""compiler"", ""The compiler generates an equals method."", ""equals""); (""compiler"", ""The compiler generates getter methods."", ""getter""); (""compiler"", ""The compiler generates the corresponding fields."", ""fields""); (""Java"", ""The Java class has a hashCode method."", ""hashCode""); (""Java"", ""The Java class has an equals method."", ""equals""); (""Java"", ""The Java class has getter methods."", ""getter"")"
A Java Record is a special kind of Java class which has a concise syntax for defining immutable data-only classes.,NULL
"The Java compiler auto generates getter methods, toString(), hashcode() and equals() methods for these data fields, so you don't have to write that boilerplate code yourself.","(""Java compiler"", ""The Java compiler auto generates getter methods, indicating a clear relationship between the two entities."", ""getter methods""); (""Java compiler"", ""The Java compiler auto generates toString() methods, indicating a clear relationship between the two entities."", ""toString()""); (""Java compiler"", ""The Java compiler auto generates hashcode() methods, indicating a clear relationship between the two entities."", ""hashcode()""); (""Java compiler"", ""The Java compiler auto generates equals() methods, indicating a clear relationship between the two entities."", ""equals()""); (""getter methods"", ""Both getter methods and toString() are auto-generated by the Java compiler for data fields, indicating a relationship between the two entities."", ""toString()""); (""getter methods"", ""Both getter methods and hashcode() are auto-generated by the Java compiler for data fields, indicating a relationship between the two entities."", ""hashcode()""); (""getter methods"", ""Both getter methods and equals() are auto-generated by the Java compiler for data fields, indicating a relationship between the two entities."", ""equals()""); (""toString()"", ""Both toString() and hashcode() are auto-generated by the Java compiler for data fields, indicating a relationship between the two entities."", ""hashcode()""); (""toString()"", ""Both toString() and equals() are auto-generated by the Java compiler for data fields, indicating a relationship between the two entities."", ""equals()"")"
You use a Java Record just like you use other Java classes - by creating instances of the record type using the Java new keyword.,"(""Java Record"", ""Java Record is a part of the Java package, as indicated by the use of Java Records in the context of Java classes"", ""Java""); (""Java Record"", ""The new method is used to create instances of the Java Record type"", ""new"")"
"Notice how the Java compiler has generated a brand() method, a licensePlate() method and a toString() method for us.","(""Java"", ""The Java compiler is a part of the Java class, indicating a relationship between the two entities."", ""compiler""); (""compiler"", ""The compiler has generated the brand() method, indicating that the compiler is related to the brand() method."", ""brand()""); (""compiler"", ""The compiler has generated the licensePlate() method, indicating that the compiler is related to the licensePlate() method."", ""licensePlate()""); (""compiler"", ""The compiler has generated the toString() method, indicating that the compiler is related to the toString() method."", ""toString()""); (""Java"", ""The brand() method is part of the Java class, indicating a relationship between Java and the brand() method."", ""brand()""); (""Java"", ""The licensePlate() method is part of the Java class, indicating a relationship between Java and the licensePlate() method."", ""licensePlate()"")"
"A Record type definition is final, meaning you cannot create subclasses (subrecords) of a Java Record type.","(""Record"", ""A Record type definition is related to Java Record because it is a type of Java Record."", ""Java Record""); (""Java Record"", ""Java Record is related to Java because it is a part of the Java language."", ""Java"")"
You can add instance methods to a Java Record definition - just like you can with a regular Java class.,"(""Java Record"", ""Java Record has instance methods added to its definition"", ""instance methods""); (""Java class"", ""Java class also has instance methods added to its definition, similar to Java Record"", ""instance methods""); (""Java"", ""Java is the package that Java Record belongs to"", ""Java Record"")"
Here is an example of the Vehicle Java Record definition from earlier sections with an instance method named brandAsLowerCase() added:,"(""Vehicle"", ""The Vehicle class has an instance method named brandAsLowerCase(), indicating a clear relationship between the two entities as the method is defined within the class."", ""brandAsLowerCase()""); (""Vehicle"", ""The Vehicle class is defined using Java, indicating a relationship between the class and the programming language/package it is written in."", ""Java"")"
Notice how the brandAsLowerCase() method calls the auto-generated brand() method internally.,NULL
"That means, that even classes from different projects compiled separately, but which are used in the same application may share constant String objects.","(""Classes"", ""Classes are compiled separately in different projects"", ""Projects""); (""Classes"", ""Classes from different projects are used in the same application"", ""Application""); (""Projects"", ""Projects are part of the same application"", ""Application""); (""String"", ""Classes may share constant String objects"", ""Classes"")"
"As you can see, a new StringBuilder is created, passing along the first String to its constructor, and the second String to its append() method, before finally calling the toString() method.","(""StringBuilder"", ""StringBuilder is related to String because it is created with a String and appends another String"", ""String""); (""StringBuilder"", ""StringBuilder is related to append() because append() is a method of StringBuilder"", ""append()""); (""StringBuilder"", ""StringBuilder is related to toString() because toString() is a method of StringBuilder"", ""toString()""); (""String"", ""String is related to append() because append() is a method that can be used with a String"", ""append()"")"
This code actually creates two objects: A StringBuilder instance and a new String instance returned from the toString() method.,"(""StringBuilder"", ""The StringBuilder instance is related to the toString() method because the method is called on the StringBuilder instance to return a new String instance."", ""toString()""); (""String"", ""The String instance is related to the toString() method because the method returns a new String instance."", ""toString()"")"
"The bigger the result String grows, the longer it takes to copy the characters from it into a new StringBuilder, and again copy the characters from the StringBuilder into the temporary String created by the toString() method.","(""String"", ""The String and StringBuilder are related because the characters from the String are copied into the StringBuilder."", ""StringBuilder""); (""StringBuilder"", ""The StringBuilder and String are related because the characters from the StringBuilder are copied into a temporary String created by the toString() method."", ""String""); (""String"", ""The String and toString() method are related because the toString() method is used to create a temporary String."", ""toString()"")"
You can obtain the length of a String using the length() method.,NULL
You do so using the substring() method of the String class.,NULL
The last character in the string has has the index String.length() - 1.,NULL
You can search for substrings in Strings using the indexOf() method.,NULL
The indexOf() method returns the index of where the first character in the first matching substring is found.,NULL
"If the substring is not found within the string, the indexOf() method returns -1;",NULL
There is a version of the indexOf() method that takes an index from which the search is to start.,NULL
The Java String class also has a lastIndexOf() method which finds the last occurrence of a substring.,NULL
"The Java String matches() method takes a regular expression as parameter, and returns true if the regular expression matches the string, and false if not.","(""String"", ""The String class has a method called matches(), indicating a clear relationship between the two entities as the method is a part of the class."", ""matches()"")"
The equals() method tests if two Strings are exactly equal to each other.,NULL
The String class also has a method called equalsIgnoreCase() which compares two strings but ignores the case of the characters.,NULL
The startsWith() and endsWith() methods check if the String starts with a certain substring.,"(""String"", ""The startsWith() method is related to the String class because it is used to check if the String starts with a certain substring."", ""startsWith()""); (""String"", ""The endsWith() method is related to the String class because it is used to check if the String ends with a certain substring."", ""endsWith()"")"
"The compareTo() method compares the String to another String and returns an int telling whether this String is smaller, equal to or larger than the other String.",NULL
"If the String is earlier in sorting order than the other String, compareTo() returns a negative number.",NULL
"If the String is equal in sorting order to the other String, compareTo() returns 0.","(""String"", ""The compareTo() method is a part of the String class, indicating a relationship between the two entities as the method is used to compare String objects."", ""compareTo()"")"
"If the String is after the other String in sorting order, the compareTo() metod returns a positive number.",NULL
You should be aware that the compareTo() method may not work correctly for Strings in different languages than English.,"(""CompareTo"", ""The compareTo method is used for Strings, indicating a relationship between the two."", ""Strings"")"
The Java String class contains a method called trim() which can trim a string object.,"(""String"", ""The String class contains the trim() method, indicating a clear relationship between the two entities as the method is a part of the class."", ""trim()"")"
The trim() method can be very useful to trim text typed into input fields by a user.,NULL
The trim() method is an easy way to remove such extra white space characters.,NULL
The Java String class contains a method named replace() which can replace characters in a String.,NULL
The replace() method does not actually replace characters in the existing String.,NULL
"The replace() method will replace all character matching the character passed as first parameter to the method, with the second character passed as parameter to the replace() method.","(""Replace"", ""The replace() method is related to Character as it replaces characters, indicating an action-target relationship."", ""Character"")"
The Java String replaceFirst() method returns a new String with the first match of the regular expression passed as first parameter with the string value of the second parameter.,NULL
The Java String replaceAll() method returns a new String with all matches of the regular expression passed as first parameter with the string value of the second parameter.,NULL
The Java String class contains a split() method which can be used to split a String into an array of String objects.,"(""String"", ""The String class contains the split() method, indicating a clear relationship between the two entities as the method is a part of the class."", ""split()""); (""String"", ""The String class is related to String objects as the split() method returns an array of String objects, indicating that the class is used to create these objects."", ""String"")"
The parameter passed to the split() method is actually a Java regular expression.,NULL
The String split() method exists in a version that takes a limit as a second parameter.,NULL
Here is a Java String split() example using the limit parameter:,"(""String"", ""The String class has a method called split(), indicating a clear relationship between the two entities as the method is a part of the class."", ""split()""); (""Java"", ""The Java package contains the String class, indicating a relationship between the package and the class as the class is part of the package."", ""String"")"
The Java String class contains a set of overloaded static methods named valueOf() which can be used to convert a number to a String.,NULL
"Since all Java classes extends (inherits from) the Object class, all objects have a toString() method.",NULL
"Note: For the toString() method to return a sane String representation of the given object, the class of the object must have overridden the toString() method.","(""ToString"", ""The toString method is related to the Class entity because it is a method that can be overridden by a class to return a sane String representation of an object."", ""Class""); (""ToString"", ""The toString method is related to the Object entity because it is used to return a String representation of a given object."", ""Object"")"
"If not, the default toString() method (inherited from the Object class) will get called.",NULL
The default toString() method does not provide that much useful information.,NULL
It is possible to get a character at a certain index in a String using the charAt() method.,NULL
You can also get the byte representation of the String method using the getBytes() method.,NULL
The first getBytes() call return a byte representation of the String using the default character set encoding on the machine.,"(""GETBYTES"", ""The getBytes() method is called on a String object, indicating a relationship between the two."", ""STRING"")"
The second getBytes() call return a UTF-8 byte representation of the String.,NULL
You can convert Strings to uppercase and lowercase using the methods toUpperCase() and toLowerCase().,"(""Strings"", ""The Strings class has a method called toUpperCase() to convert strings to uppercase"", ""toUpperCase()"")"
From Java 13 the Java String class got a new method named formatted() which can be used to return a formatted version of the String formatted() is called on.,"(""String"", ""The String class has a method named formatted(), indicating a clear relationship between the two entities as the method is part of the class."", ""formatted()""); (""Java"", ""The Java String class is a part of the Java language, indicating a relationship between Java and the String class as the class belongs to the language."", ""String"")"
"The formatted() method is only a preview feature that was added together with Java Text Blocks in Java 13, so we do not yet know if it will stay in.","(""Formatted"", ""The formatted() method is related to Java Text Blocks because they were both added in Java 13"", ""Java Text Blocks""); (""Formatted"", ""The formatted() method is related to Java 13 because it was added in this version"", ""Java 13"")"
Here is an example of using the Java String formatted() method:,"(""String"", ""The String class has a formatted() method, indicating a clear relationship between the two entities as the method is a part of the class."", ""formatted()""); (""Java"", ""The Java package contains the String class, indicating a relationship between the package and the class as the class is part of the package."", ""String"")"
The parameter values passed to formatted() will be inserted into the returned String at the %s location of the input String.,"(""Formatted"", ""The formatted() method is related to the String class because it returns a String object."", ""String""); (""String"", ""The String class is related to the Input because the input is described as an input String."", ""Input"")"
"From Java 13 the Java String class got a new method named stripIndent() which can be used to strip out indentation, similarly to how indentation is stripped out of Java Text Blocks.","(""Java String class"", ""The Java String class has a method named stripIndent(), indicating a clear relationship between the two entities as the method is part of the class."", ""stripIndent()""); (""Java"", ""The Java String class is part of the Java package, indicating a clear relationship between the two entities as the class belongs to the package."", ""Java String class""); (""Java"", ""Java Text Blocks is a feature of the Java package, indicating a clear relationship between the two entities as the feature belongs to the package."", ""Java Text Blocks"")"
"The stripIndent() method is a preview feature, so we don't know if it will stay in Java yet.",NULL
Here is an example of using the new Java String stripIndent() method:,"(""String"", ""The String class contains the stripIndent() method, indicating a clear relationship between the two entities as the method is a part of the class."", ""stripIndent()""); (""Java"", ""The Java package contains the String class, indicating a clear relationship between the two entities as the class is a part of the package."", ""String"")"
From Java 13 the Java String class got a new method called translateEscapes() which can translate escape codes that exist inside a String in the same way the Java compiler translates them.,"(""Java String class"", ""The Java String class has a method called translateEscapes(), indicating a clear relationship between the class and the method."", ""translateEscapes()""); (""Java"", ""The Java String class is part of the Java package, indicating a clear relationship between the package and the class."", ""Java String class"")"
"For now, the translateEscapes() is a preview feature, so it is not yet sure that it will stay in Java.",NULL
Here is an example of using the Java String translateEscapes() method:,"(""String"", ""The String class contains the translateEscapes() method, indicating a clear relationship between the two entities."", ""translateEscapes()""); (""Java"", ""The Java package contains the String class, indicating a clear relationship between the two entities."", ""String"")"
When calling the translateEscapes() method the \n part of the text will now be interpreted as a line break escape code.,NULL
The String class has several other useful methods than the ones described in this tutorial.,NULL
"The result of this is, that execution just ""falls through"" to the operation of the next case statement ( and the next etc.)","(""RESULT"", ""The result is related to the case statement because it is the outcome of the execution that falls through to the operation of the next case statement."", ""CASE STATEMENT"")"
All Java code must reside inside a file with the extension .java .,NULL
"Below is an example .java file that contains all of the above elements, so you can see the basic syntax of a .java file:","(""Java"", ""Java is related to File because a Java file is a type of file that contains Java code"", ""File""); (""Java"", ""Java is related to Example because an example is typically written in Java"", ""Example""); (""File"", ""File is related to Example because an example is often provided in a file"", ""Example"")"
The .java file should be located in a directory structure that matches the package name.,NULL
"Please note, that the code example does not actually use the Java HashMap class anywhere.",NULL
Of course you should not import classes you do not use in a real project.,NULL
"In Java a type is either a class, an abstract class an interface, an enum or an annotation.","(""Java"", ""Java is related to Type because it is the programming language being described, where Type is a fundamental concept."", ""Type""); (""Type"", ""Type is related to Class because a Class is one of the types in Java."", ""Class""); (""Type"", ""Type is related to Abstract Class because an Abstract Class is one of the types in Java."", ""Abstract Class""); (""Type"", ""Type is related to Interface because an Interface is one of the types in Java."", ""Interface""); (""Type"", ""Type is related to Enum because an Enum is one of the types in Java."", ""Enum"")"
A type (class / interface / enum) can have more than one field.,NULL
The fifth line (or block of lines) is a class initializer block.,NULL
Inside this block you can put initialization code that is to be executed a instance of the class is created.,"(""CLASS"", ""The class is related to the instance because an instance is created from a class."", ""INSTANCE""); (""INSTANCE"", ""The instance is related to the class because the instance is an example of the class."", ""CLASS""); (""BLOCK"", ""The block is related to the class because the block contains initialization code for the class."", ""CLASS""); (""BLOCK"", ""The block is related to the instance because the block contains code that is executed when an instance is created."", ""INSTANCE""); (""INITIALIZATION CODE"", ""The initialization code is related to the class because the initialization code is executed when an instance of the class is created."", ""CLASS"")"
"Then they are executed already when the class is loaded, and only once because the class is only loaded in the Java Virtual Machine once.",NULL
"Constructors are similar to class initializers, except they can take parameters.","(""Constructors"", ""Constructors are similar to class initializers, indicating a relationship between the two entities as they serve similar purposes."", ""Class Initializers"")"
"A class can have more than one constructor, although this example just shows one.",NULL
When you create an instance of a class (an object) the object can have methods you can execute.,"(""Class"", ""An object is an instance of a class, indicating a clear relationship between the two entities."", ""Object""); (""Object"", ""The object can have methods, indicating that the object and methods are related as the methods belong to or are executed by the object."", ""Methods"")"
"A static method belongs to the class, not objects of the class.",NULL
That means that you can call a static method without having an object of the class the static method belongs to.,"(""Method"", ""A method belongs to a class, as indicated by the phrase 'the static method belongs to' in the text, which establishes a clear relationship between the two entities."", ""Class""); (""Object"", ""An object is an instance of a class, and the text mentions 'an object of the class', which clearly relates the two entities."", ""Class"")"
"In the example above, if case.equals(""uppercase"") evaluates to true then the ternary operator expression as a whole returns the String value JOHN.","(""String"", ""The String class has a method called equals, which is used for comparing two strings."", ""equals""); (""case"", ""The variable case seems to be of type String, as it is being compared using the equals method, which is a method of the String class."", ""String""); (""ternary operator"", ""The ternary operator is used to return a String value, which indicates that it is related to the String class."", ""String""); (""case"", ""The variable case is used in the ternary operator expression, which indicates that they are related."", ""ternary operator"")"
"If case.equals(""uppercase"") evaluates to false then the ternary operator expression as a whole returns the String value john.","(""Case"", ""The Case class has a method called Equals, indicating a relationship between the two entities."", ""Equals"")"
"That means, that the String variable name will end up having the value JOHN or john depending on whether the expression case.equals(""uppercase"") evaluates to true or false.","(""String"", ""The String class is related to the name variable because the name variable is declared as a String type."", ""name""); (""case"", ""The case variable is related to the equals method because the equals method is called on the case variable."", ""equals"")"
"As you can see, both of these code examples avoid calling object.getValue() if the object reference is null, but the first code example is a bit shorter and more elegant.",NULL
You can achieve the same functionality as the Java Math max() function using a Java ternary operator.,"(""Java Math"", ""Java Math is a class that contains the method Math max()"", ""Math max()""); (""Java"", ""Java is a package that contains the class Java Math"", ""Java Math""); (""Java"", ""Java is a package that can use the method Java ternary operator"", ""Java ternary operator"")"
Here is an example of achieving the Math.max() functionality using a Java ternary operator:,"(""Math"", ""Math is a class that contains the max method"", ""max""); (""Math"", ""Math is a class in the Java package"", ""Java"")"
The Java ternary operator can also be used to achieve the same effect as the Java Math min() function.,"(""Java"", ""The Java class is related to the Math class because the Math class is part of the Java standard library."", ""Math""); (""Math"", ""The Math class is related to the min method because the min method is a part of the Math class."", ""min""); (""Java ternary operator"", ""The Java ternary operator is related to the Math class because it can be used to achieve the same effect as the Math min function."", ""Math"")"
Here is an example of achieving the Math.min() functionality using a Java ternary operator:,"(""Math"", ""Math and min are related because min is a method of the Math class"", ""min""); (""Math"", ""Math is related to Java because it is a part of the Java standard library"", ""Java"")"
The Java ternary operator can also be used to achieve the same effect as the Java Math abs() function.,"(""Math"", ""The Math class contains the abs method, indicating a clear relationship between the two entities."", ""abs""); (""Java"", ""The Java class is related to the Math class, as the Math class is part of the Java package, indicating a clear relationship between the two entities."", ""Math""); (""Java"", ""The Java class is related to the abs method, as the abs method is part of the Java Math class, indicating a clear relationship between the two entities."", ""abs""); (""Java ternary operator"", ""The Java ternary operator can be used to achieve the same effect as the Java Math class, indicating a clear relationship between the two entities."", ""Math"")"
Here is an example of achieving the Math.abs() functionality using a Java ternary operator:,"(""Math"", ""Math is a class that contains the abs method, indicating a clear relationship between the two as the abs method is part of the Math class"", ""abs"")"
"If the input String is not equal to the empty String, the second ternary operator returns the value of Integer.parseInt(input) .","(""String"", ""The String class is related to the parseInt method because the method is called on the value of the String input."", ""parseInt""); (""Integer"", ""The Integer class is related to the parseInt method because the method is a part of the Integer class and is used to parse a String into an Integer."", ""parseInt"")"
"This can be any kind of information ranging from texts, codes (e.g.","(""TEXT"", ""TEXT is a type of INFORMATION"", ""INFORMATION"")"
"In the code example below, the main() method contains the declaration of a single integer variable named number.",NULL
"Non-static fields are also called instance variables, because they belong to instances (objects) of a class.","(""Non-static fields"", ""Non-static fields belong to instances of a class, indicating a relationship between the two entities."", ""Class""); (""Instance variables"", ""Instance variables are another term for non-static fields, which belong to instances of a class, indicating a relationship between the two entities."", ""Class"")"
A static field is a variable that belongs to a class.,"(""Static Field"", ""A static field belongs to a class, indicating a relationship between the two entities."", ""Class"")"
The second line assigns the floating point value 199.99 to the floating point variable named myFloat.,"(""MyFloat"", ""MyFloat is an instance of the Floating Point class"", ""Floating Point""); (""Assign"", ""The Assign method is used to assign a value to the MyFloat variable"", ""MyFloat"")"
"In this example, only the first System.out.println() statement is executed inside the while loop.","(""System"", ""System is related to out because out is a static member of the System class"", ""out""); (""out"", ""out is related to println because println is a method of the out class"", ""println""); (""System"", ""System is related to println because println is a method that can be used with System"", ""println""); (""while"", ""while loop is related to System because the System.out.println statement is executed inside the while loop"", ""System""); (""while"", ""while loop is related to out because the out.println statement is executed inside the while loop"", ""out"")"
The second System.out.println() statement is not executed until after the while loop is finished.,"(""System"", ""System is related to out because out is a part of the System class"", ""out""); (""out"", ""out is related to println because println is a method of the out class"", ""println""); (""System"", ""System is not directly related to while, however, the while loop is using System's out.println method, thus there is an indirect relationship"", ""while"")"
"This is typically done via a command line interface (CLI), like e.g.",NULL
On the command line you tell the JVM what Java class (bytecode) to execute.,"(""JVM"", ""The JVM is related to Java because it executes Java bytecode"", ""Java"")"
Only the full Java SDK contains the Java compiler which turns your .java source files into byte code .class files.,"(""Java SDK"", ""The Java SDK contains the Java compiler, indicating a relationship between the two entities."", ""Java compiler""); (""Java compiler"", ""The Java compiler turns .java source files into byte code, indicating a relationship between the Java compiler and .java files."", "".java""); (""Java compiler"", ""The Java compiler turns .java source files into .class files, indicating a relationship between the Java compiler and .class files."", "".class""); (""Java SDK"", ""The Java SDK contains the Java compiler which produces .class files, indicating an indirect relationship between the Java SDK and .class files."", "".class"")"
"Additionally, some Java servers may need some of the tools in the JDK to e.g.","(""Java"", ""Java servers may need some of the tools in the JDK"", ""JDK""); (""JDK"", ""the JDK contains some of the tools"", ""tools"")"
"The Java Code Conventions are a set of conventions for how to format your Java code, and how to name classes, variables, files etc.","(""Java"", ""Java Code Conventions are a set of conventions for Java code, indicating a relationship between the Java package and the Java Code Conventions class"", ""Java Code Conventions"")"
JavaFX was inspired by Flex (Flash) and Silverlight for .NET (Microsoft).,"(""JavaFX"", ""JavaFX was inspired by Flex"", ""Flex""); (""JavaFX"", ""JavaFX was inspired by Silverlight"", ""Silverlight""); (""Flex"", ""Flex is related to Flash"", ""Flash"")"
In this tutorial I will show you how to make your first Java app with IntelliJ IDEA community edition (free) version 2019.3.3.,"(""Java"", ""Java is related to IntelliJ IDEA because IntelliJ IDEA is an integrated development environment used for Java development"", ""IntelliJ IDEA""); (""IntelliJ IDEA community edition"", ""IntelliJ IDEA community edition is related to Java because it is a package used for Java development"", ""Java"")"
"How you do that depends on what operating system you are running (Windows, Mac, Linux etc.)","(""WINDOWS"", ""Both are operating systems mentioned in the text"", ""MAC""); (""WINDOWS"", ""Both are operating systems mentioned in the text"", ""LINUX"")"
"A Java package is just a directory inside which you can put one or more Java files (class, interface, annotation, enum etc.","(""Java"", ""A Java package contains one or more Java files"", ""Java files""); (""Java files"", ""Java files include classes"", ""class""); (""Java files"", ""Java files include interfaces"", ""interface""); (""Java files"", ""Java files include annotations"", ""annotation""); (""Java files"", ""Java files include enums"", ""enum""); (""package"", ""A package can contain classes"", ""class""); (""package"", ""A package can contain interfaces"", ""interface""); (""package"", ""A package can contain annotations"", ""annotation"")"
Now you must create a new class inside your newly created package.,NULL
"In the dialog that opens, type in a name for your new Java class.","(""Java"", ""Java is related to Class because Java is a programming language that uses classes."", ""Class"")"
"It is custom to have class names start with an uppercase character followed by lowercase characters, and a new uppercase character for each new word in the class name.",NULL
"When you have typed in a name for your new Java class, click the ""OK"" button.",NULL
"Once you have created the new class, it will be empty.",NULL
The part inside the /* ... */ are comments and are not part of the executed Java code.,NULL
Before you can run your Java app you need to insert a main() method into the class.,"(""Main()"", ""The Main() method is related to the Java class because it is inserted into the class to run the Java app."", ""Java""); (""Java"", ""The Java class is related to the app because the app is a Java app and needs a Java class to run."", ""App"")"
Now your are ready to run your newly created Java class.,NULL
"You do so by right clicking the class source code in the editor, and choose ""Run..."", like this:","(""Class"", ""The source is a part of the class source code, which indicates a relationship between the two entities."", ""Source""); (""Class"", ""The class source code is located in the editor, indicating a relationship between the class and the editor."", ""Editor""); (""Class"", ""The class is related to the Run method, as the Run method is chosen from the class source code."", ""Run""); (""Source"", ""The source is located in the editor, which indicates a relationship between the source and the editor."", ""Editor""); (""Source"", ""The source is related to the Run method, as the Run method is chosen from the source code."", ""Run"")"
"When you click the ""Run..."" option, IntelliJ IDEA will first compile your Java class, and then run it.","(""IntelliJ IDEA"", ""IntelliJ IDEA compiles and runs Java classes"", ""Java""); (""IntelliJ IDEA"", ""IntelliJ IDEA provides the Run... option to compile and run Java classes"", ""Run...""); (""IntelliJ IDEA"", ""IntelliJ IDEA compiles and runs Java classes"", ""Java""); (""IntelliJ IDEA"", ""IntelliJ IDEA provides the Run... option to compile and run Java classes"", ""Run..."")"
"After you have executed the Java class main method, you will see an output at the bottom of the IntelliJ IDEA window similar to this:","(""Java"", ""The Java class contains the Main method, indicating a relationship between the two entities."", ""Main""); (""IntelliJ IDEA"", ""The Java class is executed within the IntelliJ IDEA environment, suggesting a relationship between the two entities."", ""Java"")"
"Don't worry if you don't yet understand what a main() method is, or classes, or packages.","(""Main"", ""The Main method is often a part of a class, thus they are related."", ""Class""); (""Class"", ""A class is often organized within a package, thus they are related."", ""Package"")"
The most common way of using the Java Logging API is to create a Logger in each class that needs to log.,"(""Logger"", ""The Logger is part of the Java Logging API, indicating a relationship between the two entities as the Logger is used within the context of the Java Logging API"", ""Java Logging API"")"
"This instance is typically made static and final, meaning all instances of that class use the same Logger instance.",NULL
"As you can see from this example, it is common practice to use the class name including package name as name for the Logger.","(""Class"", ""The class is related to the Logger because the Logger is an example of a class."", ""Logger""); (""Package"", ""The package is related to the class because the class name often includes the package name."", ""Class"")"
The name of the Logger to create is passed as string parameter to the Logger.getLogger() method.,"(""Logger"", ""The Logger class contains the Logger.getLogger method, indicating a relationship between the two."", ""Logger.getLogger""); (""Logger"", ""The Logger class contains the Logger.getLogger() method, indicating a relationship between the two."", ""Logger.getLogger()"")"
"For instance, ordinary debug trace logging calls to entering() and exiting() would be called at the beginning and end of a method call.","(""Entering"", ""Entering is related to Method because it is called at the beginning of a method call."", ""Method"")"
The initialization of the configuration is taken care of by the java.util.logging.LogManager class.,NULL
You can use a Java class to configure the Java Logging API.,"(""Java"", ""The Java class is used to configure the Java Logging API, indicating a relationship between the class and the package."", ""Java Logging API""); (""configure"", ""The configure method is used in relation to the Java Logging API, indicating a relationship between the method and the package."", ""Java Logging API"")"
You do so by specifying the name of the class in the JVM parameter java.util.logging.config.class.,"(""Java"", ""The Java package is related to the Java.Util.Logging.Config.Class because Java.Util.Logging.Config.Class is a class within the Java package."", ""Java.Util.Logging.Config.Class"")"
It is the constructor of that class that should load the configuration and apply it to the Logger's in the hierarchy.,"(""Constructor"", ""The constructor is related to the configuration because it loads the configuration."", ""Configuration""); (""Constructor"", ""The constructor is related to the Logger because it applies the configuration to the Logger's in the hierarchy."", ""Logger"")"
"If no configuration class is specified, you can instead specify a configuration file (but no configuration class can be specified then!",NULL
"The Java Logging API has a default logging configuration file located at ""lib/logging.properties"", inside the JRE directory.",NULL
You do so by setting the JVM property java.util.logging.config.file to point to this file.,"(""JVM"", ""The JVM is related to java.util.logging.config.file because the JVM property is being set to point to this file, indicating a configuration relationship."", ""java.util.logging.config.file""); (""set"", ""The set method is related to the JVM because it is being used to set a JVM property, indicating a usage relationship."", ""JVM"")"
You should double check the JavaDoc over time to see if any of this changes (e.g.,NULL
"If the isLoggable() method returns false, the LogRecord is not logged.",NULL
